95 11
-0.300711027	-0.364486749	-0.458293166	-0.50200451	-0.255115673	1.506087709	0.593205316	-0.260579389	0.450868673	0.422780637	-0.09789818
-0.726151615	-1.347787717	-0.446534793	-0.453553074	-0.480217737	-0.40390534	-0.613355949	-0.879302668	-1.449280263	-0.580271223	1.572651145
0.6447125	0.162281626	-0.474383571	-0.557377579	-0.480217737	-0.82834824	2.652453402	1.045614199	1.207409453	-0.117324211	0.735036778
0.471384854	0.864639459	-0.143911409	-0.271283386	-0.346823921	0.444980459	-0.613355949	-0.879302668	-1.141385759	-0.580271223	0.426195726
2.362231909	3.147302419	-0.27325351	-0.102856965	-0.380172375	0.834053117	0.403091918	-0.55848319	-0.125333898	-0.580271223	0.009728247
1.82649191	1.180700485	-0.367320492	-0.444324229	-0.480217737	-0.227054132	1.654828643	0.266481181	0.917108921	0.56306761	0.042484116
-0.852208085	-1.734084525	-0.447772517	0	-0.480217737	0.940163842	-0.613355949	-0.115446769	2.905227714	-0.580271223	-1.323903568
-0.032841028	-1.734084525	-0.475621294	0	-0.480217737	-1.075939931	-0.613355949	0.144264237	2.905227714	-0.580271223	-1.323903568
0.298057207	-0.540076208	-0.471908124	-0.42817375	-0.480217737	-0.120943407	0.214860832	1.473373503	1.484514506	-0.580271223	0.033125296
1.55862191	1.391407835	-0.29862684	-0.469703552	-0.438532169	-0.050202924	1.297189579	0.449806597	0.934702893	-0.075238119	-1.024421336
0.739254853	0.162281626	-0.343184885	-0.488161242	-0.480217737	-0.651497031	0.779554091	0.434529479	0.82474057	-0.580271223	-0.795130252
3.354926613	2.725887719	-0.462625198	-0.361264624	-0.421857942	-0.156313649	2.868919151	1.450457826	-0.085747462	-0.580271223	-0.369303953
0.439870736	-0.083543616	-0.483047635	-0.561992002	-0.480217737	-0.085573165	4.186536757	1.183108261	0.952296864	-0.580271223	1.109389568
1.148938382	-0.224015183	-0.494187146	-0.591985748	-0.430195056	-0.40390534	2.238345011	1.514621722	1.356958212	-0.580271223	0.014407657
1.999819557	0.724167893	-0.432919835	-0.160537246	-0.480217737	-0.156313649	3.424200856	0.668269385	1.20301096	-0.580271223	1.357398291
