200 5
-2.140859521	-2.346561387	-2.248284613	-2.212220425	-2.052837226
-1.940592026	-1.95796134	-1.967345609	-1.983560586	-1.936041139
-1.826153458	-1.919101335	-1.840923057	-1.780307396	-1.848444074
-1.711714889	-1.88024133	-1.686406605	-1.691384125	-1.702448965
-1.654495605	-1.841381325	-1.658312705	-1.704087449	-1.702448965
-1.368399184	-1.452781278	-1.27904505	-1.259471096	-1.235264616
-1.282570257	-1.103041235	-1.166669448	-1.18325115	-1.235264616
-1.139522046	-1.413921273	-1.068340797	-1.018107933	-1.060070486
-1.082302762	-1.219621249	-1.110481647	-1.094327879	-1.264463638
-1.082302762	-0.869881206	-0.970012145	-0.903778013	-1.089269508
-0.967864194	-0.753301192	-0.675026191	-0.611601552	-0.914075377
-0.939254551	-0.675581183	-0.745260942	-0.624304877	-0.768080268
-0.853425625	-1.06418123	-0.618838391	-0.598898228	-0.768080268
-0.796206341	-0.986461221	-0.689073142	-0.586194904	-0.914075377
-0.796206341	-0.714441187	-0.660979241	-0.624304877	-0.884876355
-0.767596699	-0.675581183	-0.745260942	-0.700524823	-0.768080268
-0.710377414	-0.831021202	-0.54860364	-0.522678282	-0.884876355
-0.710377414	-0.714441187	-0.53455669	-0.509974957	-0.826478312
-0.65315813	-0.636721178	-0.60479144	-0.522678282	-0.79727929
-0.481500277	-0.636721178	-0.408134138	-0.395645038	-0.563687116
-0.367061709	-0.442421154	-0.113148184	-0.116171901	-0.388492985
-0.281232782	-0.559001168	-0.028866483	-0.001841982	-0.096502767
-0.166794214	-0.714441187	-0.099101234	-0.001841982	-0.242497876
-0.166794214	-0.481281159	0.041368268	0.074377964	-0.184099832
-0.166794214	-0.32584114	0.055415219	0.099784613	-0.125701789
-0.109574929	-0.24812113	0.027321318	0.036267991	-0.125701789
-0.052355645	-0.364701145	0.125649969	0.137894586	-0.125701789
0.033473281	-0.053821107	0.518964575	0.493587669	0.137089407
0.090692566	-0.014961102	0.266119471	0.315741128	0.049492342
0.14791185	-0.442421154	0.238025571	0.328444452	0.107890385
0.14791185	0.023898903	0.392542023	0.544400966	0.487477669
0.176521492	0.218198927	0.547058475	0.67143421	0.399880603
0.205131134	-0.014961102	0.490870674	0.569807615	0.253885494
0.233740776	0.101618912	0.504917625	0.684137535	0.34148256
0.290960061	0.295918936	0.842044429	0.887390725	0.253885494
0.348179345	0.023898903	0.575152376	0.684137535	0.253885494
0.376788987	0.179338922	0.729668828	0.798467454	0.458278647
0.434008271	-0.053821107	0.603246276	0.709544183	0.312283538
0.434008271	-0.014961102	0.645387127	0.696840859	0.458278647
0.462617913	0.295918936	0.771809678	0.950907347	0.604273756
0.605666124	0.334778941	0.92632613	1.027127293	0.575074734
0.662885408	0.529078965	1.066795632	1.039830617	0.808666908
0.691495051	0.373638946	0.996560881	1.014423969	0.633472778
0.920372188	1.189699046	1.403922437	1.59877689	1.100657126
1.063420398	0.295918936	1.333687686	1.3955237	1.100657126
1.063420398	0.412498951	1.235359035	1.281193781	0.808666908
1.177858967	0.995399022	1.375828536	1.535260268	1.100657126
1.206468609	0.56793897	1.558438889	1.687700161	1.3342493
1.206468609	0.606798974	1.446063287	1.586073566	1.246652235
1.635613241	1.150839041	2.106269946	2.310163056	1.743035605
-2.398346301	-2.424281397	-2.444941916	-2.453583588	-2.315628422
-1.883372742	-1.647081302	-1.798782207	-1.742197422	-1.848444074
-1.8547631	-1.802521321	-1.911157808	-1.881933991	-1.848444074
-1.8547631	-1.763661316	-1.812829157	-1.805714044	-1.848444074
-1.740324531	-1.763661316	-1.756641356	-1.780307396	-1.819245052
-1.654495605	-1.491641283	-1.644265755	-1.58975753	-1.527254834
-1.568666679	-1.336201264	-1.574031004	-1.526240908	-1.644050921
-1.511447394	-1.258481254	-1.517843203	-1.488130935	-1.498055813
-1.482837752	-1.180761245	-1.461655402	-1.399207664	-1.673249943
-1.368399184	-1.258481254	-1.349279801	-1.284877745	-1.439657769
-1.311179899	-1.14190124	-1.349279801	-1.361097691	-1.702448965
-1.253960615	-1.06418123	-1.30713895	-1.208657798	-1.352060704
-1.168131689	-0.675581183	-1.040246896	-0.916481338	-1.147667551
-1.139522046	-0.675581183	-1.054293847	-1.005404608	-1.060070486
-1.139522046	-0.520141164	-1.180716398	-1.107031203	-1.176866573
-1.110912404	-0.831021202	-1.012152996	-1.005404608	-1.060070486
-1.05369312	-0.520141164	-0.857636544	-0.802151418	-0.914075377
-1.025083478	-0.792161197	-1.054293847	-0.954591311	-1.030871464
-1.025083478	-0.636721178	-0.941918245	-0.916481338	-0.884876355
-0.853425625	-0.209261126	-0.843589594	-0.611601552	-0.826478312
-0.796206341	-0.403561149	-0.703120092	-0.66241485	-0.622085159
-0.796206341	-0.209261126	-0.759307893	-0.675118174	-0.855677333
-0.796206341	-0.209261126	-0.59074449	-0.573491579	-0.738881246
-0.738987056	-0.520141164	-0.675026191	-0.586194904	-0.79727929
-0.710377414	-0.481281159	-0.632885341	-0.484568309	-0.855677333
-0.681767772	-0.209261126	-0.59074449	-0.54808493	-0.738881246
-0.624548488	-0.364701145	-0.520509739	-0.471864984	-0.680483203
-0.538719562	-0.092681111	-0.492415839	-0.332128416	-0.622085159
-0.481500277	0.101618912	-0.295758536	-0.192391848	-0.271696898
-0.25262314	-0.092681111	-0.281711586	-0.217798497	-0.446891028
-0.195403856	0.179338922	-0.281711586	-0.103468577	-0.592886137
-0.166794214	0.412498951	-0.056960383	0.06167464	-0.008905702
-0.166794214	0.56793897	0.097556069	0.125191262	-0.008905702
-0.138184572	0.218198927	-0.042913433	-0.014545306	-0.154900811
-0.138184572	0.295918936	-0.028866483	0.074377964	-0.067303745
-0.138184572	0.412498951	-0.056960383	0.023564667	-0.300895919
-0.109574929	0.606798974	0.252072521	0.26492783	0.195487451
-0.080965287	0.56793897	0.069462169	0.239521181	-0.067303745
-0.052355645	0.218198927	0.041368268	0.150597911	-0.067303745
-0.023746003	0.412498951	0.18183777	0.290334479	0.195487451
0.004863639	0.451358955	0.097556069	0.188707884	-0.184099832
0.004863639	0.762238993	0.252072521	0.391961074	0.078691364
0.033473281	0.451358955	0.209931671	0.26492783	0.02029332
0.062082923	0.878819008	0.336354222	0.493587669	0.370681582
0.176521492	0.956539017	0.336354222	0.46818102	-0.038104723
0.233740776	0.49021896	0.294213372	0.430071047	0.34148256
0.319569703	1.30627906	0.631340176	0.696840859	0.399880603
0.519837198	1.617159098	0.856091379	0.976313995	0.750268865
0.54844684	1.539439088	0.91227918	1.027127293	0.867064952
1.034810756	1.461719079	1.235359035	1.459040322	1.188254191
-1.8547631	-2.268841378	-2.164002912	-2.263033722	-1.936041139
-1.540057036	-1.763661316	-1.672359655	-1.805714044	-1.468856791
-1.397008826	-1.608221297	-1.602124904	-1.742197422	-1.410458747
-1.196741331	-1.452781278	-1.3211859	-1.47542761	-1.147667551
-0.882035267	-1.297341259	-1.250951149	-1.322987718	-0.943274399
-0.882035267	-1.297341259	-1.110481647	-1.195954474	-0.826478312
-0.824815983	-0.908741211	-0.857636544	-0.967294635	-0.563687116
-0.681767772	-0.675581183	-0.703120092	-0.764041445	-0.534488094
-0.624548488	-1.025321226	-0.773354843	-0.86566804	-0.592886137
-0.538719562	-0.675581183	-0.646932291	-0.751338121	-0.534488094
-0.452890635	-0.481281159	-0.408134138	-0.535381606	-0.271696898
-0.424280993	-0.908741211	-0.450274988	-0.586194904	-0.154900811
-0.424280993	-0.869881206	-0.422181088	-0.611601552	-0.271696898
-0.424280993	-0.792161197	-0.478368889	-0.573491579	-0.213298854
-0.395671351	-0.831021202	-0.478368889	-0.598898228	-0.330094941
-0.395671351	-0.792161197	-0.60479144	-0.700524823	-0.388492985
-0.395671351	-0.559001168	-0.408134138	-0.535381606	-0.154900811
-0.281232782	-0.559001168	-0.309805486	-0.370238389	-0.359293963
