50 3 1
0 0 1 1
0 0.052336 0.99863 1
0.049774 0.016173 0.99863 1
0.030762 -0.042341 0.99863 1
-0.030762 -0.042341 0.99863 1
-0.049774 0.016173 0.99863 1
0 0.104528 0.994522 1
0.06144 0.084565 0.994522 1
0.099412 0.032301 0.994522 1
0.099412 -0.032301 0.994522 1
0.06144 -0.084565 0.994522 1
0 -0.104528 0.994522 1
-0.06144 -0.084565 0.994522 1
-0.099412 -0.032301 0.994522 1
-0.099412 0.032301 0.994522 1
-0.06144 0.084565 0.994522 1
0 0.156434 0.987688 1
0.063628 0.14291 0.987688 1
0.116253 0.104675 0.987688 1
0.148778 0.048341 0.987688 1
0.155578 -0.016352 0.987688 1
0.135476 -0.078217 0.987688 1
0.09195 -0.126558 0.987688 1
0.032525 -0.153016 0.987688 1
-0.032525 -0.153016 0.987688 1
-0.09195 -0.126558 0.987688 1
-0.135476 -0.078217 0.987688 1
-0.155578 -0.016352 0.987688 1
-0.148778 0.048341 0.987688 1
-0.116253 0.104675 0.987688 1
-0.063628 0.14291 0.987688 1
0 0.207912 0.978148 1
0.064248 0.197736 0.978148 1
0.122207 0.168204 0.978148 1
0.168204 0.122207 0.978148 1
0.197736 0.064248 0.978148 1
0.207912 0 0.978148 1
0.197736 -0.064248 0.978148 1
0.168204 -0.122207 0.978148 1
0.122207 -0.168204 0.978148 1
0.064248 -0.197736 0.978148 1
0 -0.207912 0.978148 1
-0.064248 -0.197736 0.978148 1
-0.122207 -0.168204 0.978148 1
-0.168204 -0.122207 0.978148 1
-0.197736 -0.064248 0.978148 1
-0.207912 0 0.978148 1
-0.197736 0.064248 0.978148 1
-0.168204 0.122207 0.978148 1
-0.122207 0.168204 0.978148 1
