100 3 7
-0.063274 0.027734 0.022683 1
-0.000731 0.048211 0.069198 1
-0.060767 -0.00908 0.053085 1
0.013252 -0.011876 0.055324 1
-0.054508 -0.003813 0.001738 1
0.02418 0.068275 0.033462 1
-0.029308 0.059849 -0.06326 1
-0.016453 0.013881 -0.013236 1
-0.042361 -0.059942 -0.026487 1
-0.01631 -0.036612 0.047928 1
0.03536 -0.04495 0.041474 1
-0.000287 -0.049496 -0.06343 1
-0.065931 -0.005381 -0.064899 1
0.009049 0.027976 0.01198 1
-0.005335 0.062592 -0.057507 1
2.418463 0.490127 0.033581 2
2.805184 0.769746 -0.557435 2
2.983722 -0.983118 -0.165216 2
3.055291 -0.477796 0.370524 2
3.015527 -0.666039 0.126169 2
2.449981 0.175666 -0.531892 2
3.199806 0.201051 0.58676 2
3.266405 0.012518 -0.761892 2
3.74771 -0.41696 0.148884 2
3.411849 0.516665 -0.702665 2
3.733854 0.184758 0.482416 2
3.59214 -0.371411 -0.673235 2
3.59351 0.125884 0.277346 2
2.387269 0.784515 -0.011033 2
-2.69712 0.342837 0.296855 3
-2.57583 -0.752408 -0.225828 3
-3.308062 0.919403 -0.091698 3
-3.970394 -0.017968 0.097194 3
-3.332026 -0.22133 -0.410873 3
-2.679173 0.521163 0.033068 3
-2.186732 -0.536953 -0.08933 3
-3.013009 -0.082401 -0.750346 3
-3.464085 0.458797 -0.745681 3
-2.632916 0.683901 -0.153258 3
-3.315788 0.017903 0.703027 3
-2.833584 -0.684569 0.298511 3
-2.722148 -0.502344 0.245003 3
-2.608905 0.443179 0.447541 3
0.498135 2.895371 0.786843 4
0.218436 3.067538 0.030236 4
0.135451 2.12925 0.320246 4
0.420118 3.055572 0.230617 4
0.659865 3.446317 -0.101455 4
0.619487 3.285343 0.278274 4
-0.294208 3.296888 -0.174357 4
-0.362217 2.657112 0.01996 4
-0.561919 3.334167 0.068536 4
0.186843 3.706688 -0.259004 4
0.450086 2.844335 0.073905 4
-0.047549 3.634562 0.613045 4
0.432449 3.774495 0.096256 4
0.444504 3.491508 -0.745843 4
-0.154151 -2.382802 -0.552876 5
0.042376 -3.013402 0.26318 5
0.76406 -2.974825 0.304909 5
0.273431 -3.549045 0.602433 5
0.109072 -2.872739 -0.972276 5
-0.609027 -2.316553 0.05604 5
0.563714 -2.668933 0.272222 5
0.053112 -3.69483 -0.446254 5
0.374246 -3.881493 -0.178669 5
-0.25541 -2.573785 -0.369218 5
-0.05833 -3.539877 0.156878 5
0.436804 -2.849058 -0.705822 5
-0.185927 -2.83419 -0.871306 5
-0.15729 -3.035242 -0.447355 5
-0.646687 -0.257803 2.879026 6
0.862612 -0.257097 3.339622 6
0.58395 0.25262 3.164447 6
-0.106313 0.539686 3.36243 6
-0.447773 -0.165269 2.395462 6
0.278688 -0.67851 3.019065 6
-0.499959 -0.102398 2.918835 6
0.628733 -0.136098 2.961669 6
-0.550777 0.820583 2.888145 6
0.280057 -0.332023 2.280202 6
-0.68149 -0.388565 2.852309 6
-0.150402 0.774676 3.236697 6
-0.175775 0.816718 2.810907 6
0.40849 -0.752991 2.708342 6
-0.749873 0.616942 -2.862605 7
-0.108157 -0.083104 -3.909294 7
-0.410898 0.467216 -3.64399 7
0.662499 -0.378195 -2.900845 7
-0.057589 0.548771 -3.072026 7
0.64518 -0.276585 -2.877792 7
0.257191 0.114881 -2.929682 7
-0.169119 0.400328 -2.853299 7
0.228327 -0.513736 -3.600658 7
-0.512238 0.372109 -3.357134 7
-0.510091 -0.617806 -3.543896 7
-0.001328 0.275274 -2.367165 7
-0.086874 0.138084 -3.152736 7
-0.558094 -0.138533 -2.731829 7
0.640575 -0.52869 -2.882579 7
